"","farm","visit","Date.COLLECTED","bee_ID","sp","PA","crit_cnt","log10_cnt","Wing_MM","border","nsfcut","sf","log.sum_ast_inflr"
"260","RCON",2,"7/28/2021",246,"imp","P",72,1.857332496,2.566,3.123198075,0,NA,3.123198075
"261","RCON",2,"7/28/2021",246,"imp","P",72,1.857332496,2.566,3.123198075,0,NA,0
"262","RCON",2,"7/28/2021",247,"imp","P",3,0.477121255,1.937,3.123198075,0,NA,3.123198075
"263","RCON",2,"7/28/2021",247,"imp","P",3,0.477121255,1.937,3.123198075,0,NA,0
"264","RCON",2,"7/28/2021",248,"imp","P",151,2.178976947,2.303,3.123198075,0,NA,3.123198075
"265","RCON",2,"7/28/2021",248,"imp","P",151,2.178976947,2.303,3.123198075,0,NA,0
"266","RCON",2,"7/28/2021",249,"imp","P",99,1.995635195,2.524,3.123198075,0,NA,3.123198075
"267","RCON",2,"7/28/2021",249,"imp","P",99,1.995635195,2.524,3.123198075,0,NA,0
"268","RCON",2,"7/28/2021",250,"imp","A",0,0,2.488,3.123198075,0,NA,3.123198075
"269","RCON",2,"7/28/2021",250,"imp","A",0,0,2.488,3.123198075,0,NA,0
"270","RCON",2,"7/28/2021",251,"imp",NA,NA,NA,NA,3.123198075,0,NA,3.123198075
"271","RCON",2,"7/28/2021",251,"imp",NA,NA,NA,NA,3.123198075,0,NA,0
"272","RCON",2,"7/28/2021",252,"imp","A",0,0,2.61,3.123198075,0,NA,3.123198075
"273","RCON",2,"7/28/2021",252,"imp","A",0,0,2.61,3.123198075,0,NA,0
"274","RCON",2,"7/28/2021",253,"imp","A",0,0,2.02,3.123198075,0,NA,3.123198075
"275","RCON",2,"7/28/2021",253,"imp","A",0,0,2.02,3.123198075,0,NA,0
"276","RCON",2,"7/28/2021",254,"imp","A",0,0,1.856,3.123198075,0,NA,3.123198075
"277","RCON",2,"7/28/2021",254,"imp","A",0,0,1.856,3.123198075,0,NA,0
"278","RCON",2,"7/28/2021",255,"imp","A",0,0,1.926,3.123198075,0,NA,3.123198075
"279","RCON",2,"7/28/2021",255,"imp","A",0,0,1.926,3.123198075,0,NA,0
"280","RCON",2,"7/28/2021",256,"imp","P",1,0,3.059,3.123198075,0,NA,3.123198075
"281","RCON",2,"7/28/2021",256,"imp","P",1,0,3.059,3.123198075,0,NA,0
"282","RCON",2,"7/28/2021",257,"bimac","P",28,1.447158031,2.169,3.123198075,0,NA,3.123198075
"283","RCON",2,"7/28/2021",257,"bimac","P",28,1.447158031,2.169,3.123198075,0,NA,0
"284","RCON",2,"7/28/2021",258,"imp","P",66,1.819543936,2.197,3.123198075,0,NA,3.123198075
"285","RCON",2,"7/28/2021",258,"imp","P",66,1.819543936,2.197,3.123198075,0,NA,0
"286","RCON",2,"7/28/2021",259,"imp","P",17,1.230448921,1.892,3.123198075,0,NA,3.123198075
"287","RCON",2,"7/28/2021",259,"imp","P",17,1.230448921,1.892,3.123198075,0,NA,0
"288","RCON",2,"7/28/2021",260,"imp","P",8,0.903089987,2.138,3.123198075,0,NA,3.123198075
"289","RCON",2,"7/28/2021",260,"imp","P",8,0.903089987,2.138,3.123198075,0,NA,0
"290","RCON",2,"7/28/2021",261,"imp","A",0,0,1.849,3.123198075,0,NA,3.123198075
"291","RCON",2,"7/28/2021",261,"imp","A",0,0,1.849,3.123198075,0,NA,0
"292","RCON",2,"7/28/2021",262,"imp","A",0,0,2.031,3.123198075,0,NA,3.123198075
"293","RCON",2,"7/28/2021",262,"imp","A",0,0,2.031,3.123198075,0,NA,0
"294","RCON",2,"7/28/2021",263,"imp","A",0,0,2.308,3.123198075,0,NA,3.123198075
"295","RCON",2,"7/28/2021",263,"imp","A",0,0,2.308,3.123198075,0,NA,0
"296","RCON",2,"7/28/2021",264,"imp","P",8,0.903089987,2.077,3.123198075,0,NA,3.123198075
"297","RCON",2,"7/28/2021",264,"imp","P",8,0.903089987,2.077,3.123198075,0,NA,0
"298","RCON",2,"7/28/2021",265,"imp","A",0,0,2.084,3.123198075,0,NA,3.123198075
"299","RCON",2,"7/28/2021",265,"imp","A",0,0,2.084,3.123198075,0,NA,0
"300","RCUT",2,"7/28/2021",266,"imp","P",168,2.225309282,2.518,NA,4.161122332,NA,4.161122332
"301","RCUT",2,"7/28/2021",267,"imp","A",0,0,2.391,NA,4.161122332,NA,4.161122332
